ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
Seq_5705,7.14,0.00,7.14,0.00,7.14,0.00,0.00,21.43,7.14,0.00,0.00,0.00,7.14,0.00,21.43,7.14,0.00,14.29,0.00,0.00
Seq_5706,0.00,16.67,0.00,5.56,5.56,5.56,5.56,5.56,0.00,0.00,11.11,11.11,0.00,0.00,0.00,16.67,11.11,0.00,0.00,5.56
Seq_5707,10.53,0.00,0.00,5.26,10.53,10.53,5.26,5.26,0.00,5.26,0.00,0.00,5.26,5.26,0.00,15.79,5.26,10.53,5.26,0.00
Seq_5708,25.00,0.00,0.00,25.00,12.50,0.00,12.50,0.00,0.00,12.50,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Seq_5709,12.50,0.00,0.00,25.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,12.50
Seq_5710,5.26,0.00,5.26,0.00,5.26,21.05,0.00,5.26,0.00,5.26,0.00,0.00,5.26,10.53,0.00,10.53,15.79,5.26,0.00,5.26
Seq_5711,8.33,0.00,25.00,16.67,8.33,0.00,0.00,0.00,0.00,16.67,0.00,8.33,8.33,0.00,0.00,8.33,0.00,0.00,0.00,0.00
Seq_5712,0.00,0.00,12.50,0.00,6.25,6.25,0.00,0.00,0.00,43.75,0.00,31.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Seq_5713,13.33,0.00,0.00,0.00,0.00,6.67,0.00,0.00,6.67,26.67,0.00,0.00,6.67,0.00,13.33,20.00,0.00,0.00,6.67,0.00
Seq_5714,18.18,0.00,9.09,18.18,0.00,0.00,0.00,0.00,0.00,27.27,0.00,0.00,0.00,9.09,9.09,9.09,0.00,0.00,0.00,0.00
Seq_5715,17.65,0.00,0.00,5.88,5.88,5.88,0.00,17.65,0.00,5.88,5.88,0.00,0.00,0.00,5.88,0.00,11.76,17.65,0.00,0.00
Seq_5716,7.14,0.00,21.43,0.00,7.14,7.14,0.00,14.29,0.00,7.14,0.00,7.14,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00
Seq_5717,0.00,0.00,11.11,0.00,11.11,0.00,22.22,11.11,11.11,0.00,0.00,0.00,0.00,0.00,22.22,0.00,11.11,0.00,0.00,0.00
Seq_5718,11.11,5.56,0.00,0.00,11.11,0.00,5.56,16.67,0.00,11.11,5.56,0.00,0.00,0.00,5.56,5.56,0.00,16.67,0.00,5.56
Seq_5719,11.11,0.00,11.11,0.00,0.00,11.11,0.00,22.22,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,11.11,0.00,11.11
Seq_5720,8.33,0.00,0.00,16.67,8.33,8.33,0.00,0.00,0.00,16.67,0.00,8.33,0.00,0.00,0.00,8.33,16.67,8.33,0.00,0.00
Seq_5721,6.67,0.00,6.67,0.00,13.33,6.67,0.00,0.00,13.33,13.33,0.00,0.00,6.67,0.00,6.67,13.33,6.67,6.67,0.00,0.00
Seq_5722,0.00,0.00,0.00,11.76,5.88,0.00,0.00,0.00,17.65,5.88,0.00,5.88,0.00,11.76,17.65,11.76,5.88,5.88,0.00,0.00
Seq_5723,33.33,0.00,5.56,5.56,0.00,5.56,0.00,5.56,0.00,5.56,0.00,5.56,5.56,5.56,5.56,5.56,5.56,5.56,0.00,0.00
Seq_5724,12.50,0.00,0.00,25.00,0.00,0.00,0.00,0.00,12.50,25.00,0.00,0.00,12.50,0.00,0.00,12.50,0.00,0.00,0.00,0.00
Seq_5725,6.25,6.25,0.00,6.25,0.00,18.75,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,31.25,6.25,0.00,18.75,0.00,0.00
Seq_5726,12.50,0.00,0.00,0.00,0.00,12.50,12.50,12.50,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Seq_5727,15.79,0.00,0.00,0.00,0.00,5.26,0.00,5.26,10.53,5.26,5.26,15.79,5.26,0.00,0.00,0.00,5.26,21.05,0.00,5.26
Seq_5728,5.00,5.00,5.00,10.00,0.00,0.00,0.00,10.00,15.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,0.00,5.00
Seq_5729,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,12.50,12.50,12.50,0.00,12.50,0.00,0.00,12.50,12.50,0.00,0.00
Seq_5730,0.00,0.00,20.00,0.00,10.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,10.00,10.00,20.00,0.00,0.00,0.00,10.00
Seq_5731,0.00,0.00,15.38,7.69,0.00,7.69,7.69,15.38,0.00,15.38,0.00,7.69,0.00,0.00,0.00,0.00,0.00,15.38,0.00,7.69
Seq_5732,5.56,0.00,11.11,0.00,0.00,5.56,0.00,16.67,16.67,5.56,0.00,0.00,5.56,5.56,0.00,5.56,5.56,11.11,0.00,5.56
Seq_5733,12.50,0.00,0.00,12.50,0.00,6.25,0.00,0.00,12.50,12.50,0.00,0.00,6.25,6.25,12.50,6.25,0.00,12.50,0.00,0.00
Seq_5734,9.09,0.00,9.09,9.09,9.09,0.00,9.09,0.00,9.09,0.00,9.09,0.00,9.09,0.00,0.00,18.18,0.00,9.09,0.00,0.00
Seq_5735,13.33,0.00,0.00,6.67,0.00,26.67,0.00,0.00,6.67,20.00,0.00,0.00,6.67,0.00,13.33,0.00,0.00,6.67,0.00,0.00
Seq_5736,5.88,0.00,0.00,17.65,0.00,5.88,0.00,0.00,11.76,5.88,0.00,11.76,0.00,5.88,0.00,0.00,5.88,29.41,0.00,0.00
Seq_5737,0.00,5.26,0.00,0.00,15.79,0.00,5.26,5.26,0.00,15.79,0.00,0.00,5.26,0.00,10.53,5.26,5.26,10.53,5.26,10.53
Seq_5738,20.00,0.00,0.00,0.00,5.00,10.00,5.00,5.00,10.00,0.00,0.00,5.00,10.00,0.00,0.00,10.00,5.00,5.00,0.00,10.00
Seq_5739,0.00,0.00,0.00,0.00,9.09,18.18,0.00,18.18,9.09,0.00,0.00,0.00,0.00,9.09,0.00,9.09,9.09,0.00,0.00,18.18
Seq_5740,28.57,0.00,14.29,7.14,7.14,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,7.14,7.14,7.14,0.00,7.14,0.00,0.00
Seq_5741,9.09,0.00,9.09,9.09,0.00,0.00,9.09,0.00,0.00,9.09,0.00,9.09,0.00,9.09,18.18,9.09,0.00,0.00,0.00,9.09
Seq_5742,12.50,0.00,0.00,12.50,12.50,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,0.00,0.00,12.50
Seq_5743,7.69,0.00,0.00,23.08,0.00,0.00,0.00,7.69,7.69,15.38,7.69,0.00,15.38,0.00,7.69,0.00,0.00,7.69,0.00,0.00
Seq_5744,0.00,6.25,6.25,6.25,0.00,6.25,6.25,18.75,0.00,0.00,6.25,0.00,6.25,6.25,18.75,6.25,6.25,0.00,0.00,0.00
Seq_5745,25.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,12.50
Seq_5746,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,10.00,5.00,15.00,10.00,0.00,5.00,10.00,0.00,20.00,5.00,0.00
Seq_5747,0.00,0.00,0.00,12.50,0.00,6.25,0.00,0.00,6.25,6.25,0.00,6.25,12.50,12.50,6.25,6.25,12.50,12.50,0.00,0.00
Seq_5748,0.00,0.00,0.00,12.50,0.00,12.50,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,37.50,12.50,12.50,0.00,0.00
Seq_5749,0.00,6.25,12.50,0.00,0.00,6.25,0.00,6.25,0.00,0.00,0.00,6.25,12.50,12.50,6.25,0.00,6.25,12.50,6.25,6.25
Seq_5750,11.11,0.00,11.11,11.11,0.00,0.00,5.56,5.56,11.11,16.67,0.00,5.56,0.00,0.00,11.11,0.00,5.56,0.00,5.56,0.00
Seq_5751,5.26,0.00,5.26,5.26,5.26,10.53,0.00,0.00,0.00,21.05,0.00,0.00,0.00,10.53,5.26,0.00,10.53,15.79,0.00,5.26
Seq_5752,0.00,0.00,10.00,15.00,0.00,10.00,0.00,15.00,10.00,5.00,0.00,5.00,0.00,5.00,0.00,5.00,0.00,20.00,0.00,0.00
Seq_5753,11.11,0.00,22.22,0.00,0.00,0.00,11.11,0.00,0.00,22.22,11.11,0.00,0.00,0.00,0.00,0.00,22.22,0.00,0.00,0.00
Seq_5754,16.67,0.00,0.00,8.33,0.00,0.00,0.00,8.33,0.00,25.00,8.33,0.00,8.33,0.00,8.33,8.33,8.33,0.00,0.00,0.00
Seq_5755,10.00,0.00,0.00,10.00,0.00,20.00,10.00,10.00,0.00,20.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00
Seq_5756,10.00,0.00,0.00,25.00,5.00,5.00,0.00,10.00,10.00,5.00,5.00,0.00,10.00,0.00,0.00,0.00,0.00,5.00,0.00,10.00
Seq_5757,6.25,0.00,0.00,0.00,12.50,0.00,0.00,12.50,6.25,18.75,6.25,6.25,0.00,0.00,6.25,0.00,12.50,6.25,0.00,6.25
Seq_5758,11.11,0.00,11.11,5.56,0.00,11.11,0.00,5.56,0.00,5.56,5.56,16.67,0.00,0.00,0.00,5.56,5.56,16.67,0.00,0.00
Seq_5759,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,20.00,0.00,0.00,20.00,0.00,30.00,0.00,0.00,0.00,10.00,0.00
Seq_5760,12.50,0.00,0.00,0.00,0.00,6.25,12.50,0.00,0.00,18.75,6.25,0.00,0.00,12.50,12.50,0.00,12.50,6.25,0.00,0.00
Seq_5761,0.00,0.00,0.00,6.67,0.00,26.67,0.00,0.00,0.00,6.67,0.00,13.33,0.00,6.67,6.67,6.67,0.00,20.00,0.00,6.67
Seq_5762,5.26,0.00,0.00,0.00,15.79,10.53,0.00,10.53,0.00,21.05,0.00,5.26,5.26,0.00,5.26,5.26,5.26,10.53,0.00,0.00
Seq_5763,9.09,0.00,9.09,0.00,0.00,9.09,0.00,0.00,18.18,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,27.27,0.00,9.09
Seq_5764,6.67,0.00,0.00,0.00,6.67,0.00,0.00,0.00,13.33,13.33,0.00,0.00,6.67,0.00,6.67,6.67,33.33,6.67,0.00,0.00
Seq_5765,0.00,0.00,0.00,14.29,0.00,7.14,0.00,0.00,28.57,7.14,0.00,0.00,14.29,0.00,7.14,0.00,7.14,14.29,0.00,0.00
Seq_5766,7.69,0.00,15.38,0.00,0.00,7.69,0.00,7.69,0.00,0.00,0.00,7.69,0.00,0.00,7.69,23.08,0.00,15.38,0.00,7.69
Seq_5767,0.00,0.00,0.00,0.00,20.00,0.00,0.00,20.00,6.67,13.33,0.00,0.00,0.00,6.67,0.00,0.00,6.67,20.00,0.00,6.67
Seq_5768,15.38,23.08,0.00,0.00,0.00,15.38,0.00,7.69,0.00,0.00,0.00,7.69,7.69,7.69,7.69,7.69,0.00,0.00,0.00,0.00
Seq_5769,33.33,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,41.67,8.33,0.00
Seq_5770,8.33,0.00,8.33,16.67,0.00,16.67,8.33,0.00,0.00,25.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,8.33,0.00,0.00
Seq_5771,11.11,0.00,0.00,5.56,0.00,5.56,0.00,11.11,5.56,27.78,0.00,0.00,0.00,5.56,5.56,11.11,0.00,5.56,5.56,0.00
Seq_5772,21.43,0.00,0.00,14.29,0.00,14.29,0.00,7.14,0.00,0.00,7.14,7.14,0.00,7.14,7.14,0.00,7.14,0.00,0.00,7.14
Seq_5773,10.53,0.00,0.00,21.05,0.00,5.26,0.00,5.26,0.00,15.79,5.26,5.26,5.26,0.00,10.53,0.00,5.26,5.26,0.00,5.26
Seq_5774,16.67,8.33,0.00,0.00,0.00,0.00,8.33,8.33,0.00,16.67,0.00,0.00,0.00,8.33,8.33,16.67,8.33,0.00,0.00,0.00
Seq_5775,16.67,0.00,11.11,5.56,0.00,0.00,0.00,0.00,5.56,0.00,11.11,0.00,5.56,5.56,5.56,0.00,16.67,0.00,0.00,16.67
Seq_5776,13.33,6.67,13.33,0.00,0.00,0.00,0.00,26.67,0.00,0.00,0.00,6.67,0.00,6.67,0.00,6.67,13.33,0.00,0.00,6.67
Seq_5777,0.00,0.00,0.00,5.88,5.88,5.88,0.00,0.00,0.00,5.88,0.00,23.53,5.88,0.00,0.00,11.76,5.88,17.65,0.00,11.76
Seq_5778,11.11,0.00,0.00,5.56,0.00,11.11,0.00,5.56,0.00,22.22,0.00,5.56,0.00,5.56,11.11,16.67,5.56,0.00,0.00,0.00
Seq_5779,11.76,5.88,0.00,5.88,11.76,5.88,11.76,5.88,0.00,11.76,0.00,11.76,5.88,0.00,0.00,0.00,5.88,5.88,0.00,0.00
Seq_5780,10.00,0.00,20.00,0.00,0.00,10.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,30.00,0.00,0.00
Seq_5781,20.00,0.00,0.00,5.00,0.00,20.00,0.00,0.00,5.00,5.00,0.00,0.00,10.00,5.00,15.00,0.00,0.00,10.00,0.00,5.00
Seq_5782,8.33,0.00,0.00,8.33,16.67,0.00,0.00,25.00,8.33,0.00,0.00,8.33,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00
Seq_5783,10.53,5.26,10.53,0.00,0.00,5.26,0.00,15.79,10.53,5.26,10.53,5.26,0.00,5.26,5.26,5.26,0.00,5.26,0.00,0.00
Seq_5784,0.00,0.00,5.88,11.76,11.76,0.00,0.00,0.00,11.76,5.88,5.88,5.88,0.00,11.76,11.76,11.76,0.00,5.88,0.00,0.00
Seq_5785,11.11,0.00,11.11,0.00,11.11,22.22,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,11.11,0.00,0.00
Seq_5786,0.00,0.00,11.11,22.22,0.00,5.56,0.00,16.67,22.22,0.00,0.00,0.00,0.00,11.11,0.00,5.56,5.56,0.00,0.00,0.00
Seq_5787,0.00,0.00,0.00,18.75,0.00,12.50,0.00,6.25,12.50,6.25,0.00,6.25,0.00,0.00,0.00,6.25,6.25,25.00,0.00,0.00
Seq_5788,8.33,0.00,0.00,0.00,0.00,0.00,16.67,8.33,8.33,0.00,0.00,0.00,8.33,8.33,8.33,25.00,0.00,0.00,8.33,0.00
Seq_5789,0.00,0.00,0.00,6.67,0.00,0.00,0.00,20.00,20.00,13.33,0.00,6.67,6.67,0.00,6.67,6.67,6.67,6.67,0.00,0.00
Seq_5790,14.29,7.14,0.00,0.00,7.14,14.29,0.00,0.00,0.00,14.29,7.14,7.14,7.14,0.00,7.14,0.00,0.00,14.29,0.00,0.00
Seq_5791,5.00,0.00,5.00,5.00,15.00,0.00,0.00,5.00,0.00,20.00,5.00,5.00,20.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00
Seq_5792,0.00,0.00,0.00,0.00,5.26,15.79,0.00,0.00,0.00,42.11,0.00,5.26,5.26,0.00,5.26,10.53,5.26,0.00,5.26,0.00
Seq_5793,0.00,0.00,0.00,12.50,12.50,12.50,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,25.00,12.50,0.00,0.00,0.00,0.00
Seq_5794,23.08,0.00,0.00,7.69,0.00,0.00,0.00,23.08,7.69,7.69,0.00,7.69,0.00,15.38,0.00,7.69,0.00,0.00,0.00,0.00
Seq_5795,5.26,5.26,15.79,0.00,5.26,0.00,0.00,10.53,0.00,0.00,10.53,5.26,10.53,5.26,0.00,5.26,10.53,5.26,0.00,5.26
Seq_5796,0.00,0.00,0.00,6.67,0.00,13.33,13.33,0.00,13.33,13.33,0.00,0.00,0.00,6.67,6.67,0.00,0.00,13.33,0.00,13.33
Seq_5797,6.67,0.00,6.67,0.00,0.00,0.00,13.33,6.67,6.67,0.00,13.33,0.00,0.00,0.00,0.00,20.00,0.00,26.67,0.00,0.00
Seq_5798,0.00,0.00,6.67,6.67,6.67,6.67,0.00,0.00,0.00,13.33,0.00,0.00,6.67,20.00,6.67,0.00,13.33,0.00,6.67,6.67
Seq_5799,6.25,0.00,18.75,0.00,0.00,0.00,6.25,6.25,18.75,12.50,0.00,0.00,0.00,18.75,0.00,0.00,6.25,0.00,0.00,6.25
Seq_5800,11.11,0.00,0.00,11.11,11.11,11.11,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,0.00,11.11,11.11,11.11,0.00,0.00
Seq_5801,25.00,0.00,0.00,10.00,0.00,5.00,0.00,0.00,5.00,5.00,5.00,0.00,5.00,10.00,20.00,5.00,0.00,0.00,0.00,5.00
Seq_5802,12.50,0.00,12.50,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,25.00,0.00,12.50,0.00,12.50,0.00,0.00
Seq_5803,21.05,0.00,5.26,5.26,0.00,10.53,0.00,5.26,0.00,10.53,0.00,0.00,5.26,5.26,5.26,10.53,10.53,5.26,0.00,0.00
Seq_5804,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00
Seq_5805,0.00,0.00,10.00,5.00,5.00,5.00,5.00,0.00,5.00,5.00,5.00,5.00,15.00,5.00,5.00,5.00,0.00,20.00,0.00,0.00
Seq_5806,15.38,0.00,7.69,0.00,7.69,7.69,0.00,7.69,7.69,15.38,0.00,23.08,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00
Seq_5807,5.56,0.00,0.00,5.56,11.11,5.56,5.56,0.00,5.56,16.67,0.00,16.67,5.56,5.56,0.00,5.56,5.56,5.56,0.00,0.00
Seq_5808,0.00,0.00,13.33,6.67,0.00,6.67,0.00,13.33,6.67,20.00,0.00,6.67,0.00,0.00,6.67,0.00,13.33,0.00,6.67,0.00
Seq_5809,37.50,0.00,0.00,12.50,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,12.50,0.00,12.50,0.00,0.00
Seq_5810,0.00,0.00,15.38,7.69,0.00,7.69,0.00,0.00,23.08,0.00,0.00,0.00,7.69,0.00,0.00,7.69,23.08,7.69,0.00,0.00
Seq_5811,9.09,0.00,9.09,9.09,9.09,0.00,9.09,9.09,9.09,0.00,0.00,0.00,9.09,0.00,9.09,0.00,0.00,0.00,9.09,9.09
Seq_5812,11.11,5.56,11.11,16.67,5.56,0.00,5.56,0.00,5.56,16.67,0.00,0.00,0.00,5.56,0.00,0.00,0.00,16.67,0.00,0.00
Seq_5813,8.33,0.00,16.67,0.00,0.00,0.00,8.33,0.00,0.00,16.67,0.00,0.00,16.67,0.00,0.00,0.00,8.33,25.00,0.00,0.00
Seq_5814,11.11,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,11.11,11.11,11.11,0.00,11.11,0.00,11.11
Seq_5815,6.67,0.00,13.33,13.33,20.00,13.33,0.00,6.67,13.33,0.00,0.00,0.00,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00
Seq_5816,0.00,11.11,5.56,11.11,11.11,0.00,5.56,16.67,5.56,5.56,5.56,5.56,0.00,0.00,0.00,0.00,0.00,11.11,5.56,0.00
Seq_5817,20.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00
Seq_5818,0.00,0.00,12.50,25.00,0.00,0.00,25.00,12.50,0.00,0.00,12.50,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00
Seq_5819,7.69,0.00,0.00,23.08,0.00,0.00,0.00,7.69,7.69,23.08,0.00,0.00,0.00,0.00,0.00,15.38,15.38,0.00,0.00,0.00
Seq_5820,5.56,0.00,11.11,5.56,5.56,0.00,5.56,5.56,16.67,5.56,16.67,11.11,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56
Seq_5821,0.00,0.00,0.00,0.00,18.75,12.50,0.00,12.50,6.25,25.00,6.25,0.00,0.00,12.50,0.00,0.00,0.00,6.25,0.00,0.00
Seq_5822,9.09,0.00,0.00,9.09,9.09,9.09,0.00,18.18,0.00,0.00,0.00,0.00,9.09,9.09,0.00,9.09,0.00,18.18,0.00,0.00
Seq_5823,10.00,0.00,5.00,5.00,5.00,20.00,0.00,5.00,10.00,0.00,0.00,0.00,5.00,0.00,10.00,5.00,5.00,10.00,0.00,5.00
Seq_5824,6.25,0.00,0.00,12.50,6.25,6.25,6.25,6.25,6.25,0.00,0.00,6.25,6.25,0.00,0.00,6.25,6.25,18.75,6.25,0.00
Seq_5825,15.00,0.00,0.00,10.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,5.00,10.00,15.00,25.00,5.00,0.00,0.00,0.00,5.00
Seq_5826,0.00,0.00,0.00,13.33,6.67,20.00,0.00,6.67,13.33,13.33,0.00,0.00,0.00,0.00,6.67,0.00,13.33,6.67,0.00,0.00
Seq_5827,11.11,5.56,5.56,11.11,0.00,11.11,0.00,5.56,11.11,5.56,5.56,0.00,0.00,0.00,5.56,0.00,5.56,16.67,0.00,0.00
Seq_5828,11.76,0.00,5.88,0.00,0.00,5.88,5.88,5.88,0.00,5.88,0.00,0.00,0.00,11.76,11.76,11.76,11.76,11.76,0.00,0.00
Seq_5829,20.00,0.00,13.33,0.00,0.00,0.00,0.00,6.67,13.33,6.67,6.67,0.00,6.67,0.00,6.67,0.00,6.67,13.33,0.00,0.00
Seq_5830,10.00,0.00,10.00,0.00,10.00,10.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,10.00,20.00,0.00,0.00,0.00,0.00,10.00
Seq_5831,5.00,5.00,5.00,15.00,0.00,0.00,0.00,5.00,5.00,20.00,0.00,5.00,15.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00
Seq_5832,0.00,0.00,0.00,0.00,0.00,22.22,0.00,11.11,11.11,0.00,0.00,0.00,11.11,11.11,11.11,11.11,11.11,0.00,0.00,0.00
Seq_5833,11.11,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,11.11,22.22,11.11,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00
Seq_5834,16.67,0.00,0.00,8.33,8.33,8.33,0.00,8.33,0.00,16.67,8.33,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,8.33
Seq_5835,0.00,0.00,5.88,5.88,0.00,11.76,0.00,5.88,17.65,11.76,0.00,0.00,0.00,5.88,11.76,0.00,5.88,17.65,0.00,0.00
Seq_5836,5.88,5.88,5.88,5.88,0.00,17.65,0.00,5.88,0.00,5.88,0.00,11.76,5.88,0.00,17.65,5.88,0.00,5.88,0.00,0.00
Seq_5837,16.67,5.56,16.67,5.56,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,11.11,11.11,0.00,0.00
Seq_5838,17.65,0.00,0.00,0.00,5.88,5.88,0.00,5.88,5.88,23.53,5.88,5.88,5.88,5.88,0.00,0.00,5.88,5.88,0.00,0.00
Seq_5839,5.00,5.00,10.00,0.00,5.00,0.00,0.00,10.00,5.00,5.00,0.00,5.00,15.00,5.00,0.00,10.00,10.00,10.00,0.00,0.00
Seq_5840,6.67,0.00,6.67,6.67,6.67,0.00,0.00,13.33,13.33,0.00,13.33,13.33,13.33,0.00,0.00,0.00,0.00,6.67,0.00,0.00
Seq_5841,0.00,10.00,10.00,0.00,10.00,10.00,0.00,30.00,0.00,0.00,0.00,10.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00
Seq_5842,8.33,25.00,0.00,8.33,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,25.00,0.00,0.00
Seq_5843,0.00,0.00,0.00,10.00,5.00,5.00,5.00,10.00,10.00,10.00,0.00,25.00,5.00,0.00,0.00,10.00,0.00,5.00,0.00,0.00
Seq_5844,18.18,18.18,0.00,0.00,0.00,0.00,9.09,9.09,9.09,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,18.18,0.00,0.00
Seq_5845,20.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,5.00,5.00,0.00,5.00,0.00,30.00,15.00,5.00,0.00,5.00
Seq_5846,5.56,5.56,0.00,5.56,11.11,5.56,11.11,11.11,0.00,11.11,0.00,5.56,5.56,0.00,5.56,0.00,5.56,5.56,5.56,0.00
Seq_5847,0.00,7.69,0.00,0.00,0.00,30.77,7.69,0.00,7.69,7.69,7.69,15.38,0.00,0.00,0.00,0.00,7.69,0.00,0.00,7.69
Seq_5848,5.00,0.00,15.00,5.00,10.00,15.00,5.00,5.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,10.00,0.00,0.00
Seq_5849,0.00,0.00,10.00,10.00,0.00,10.00,0.00,10.00,10.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,0.00,10.00,0.00,0.00
Seq_5850,0.00,0.00,12.50,12.50,0.00,12.50,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,12.50,0.00,0.00,25.00,0.00,0.00
Seq_5851,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,36.36,0.00,0.00,9.09,0.00,9.09,9.09,18.18,9.09,0.00,0.00
Seq_5852,8.33,0.00,0.00,16.67,0.00,8.33,0.00,8.33,0.00,0.00,8.33,8.33,8.33,16.67,0.00,0.00,0.00,8.33,0.00,8.33
Seq_5853,5.56,0.00,5.56,11.11,0.00,5.56,0.00,5.56,0.00,16.67,0.00,0.00,5.56,0.00,16.67,5.56,5.56,11.11,0.00,5.56
Seq_5854,0.00,0.00,5.88,17.65,5.88,0.00,0.00,17.65,29.41,11.76,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88
Seq_5855,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,12.50,0.00,12.50,0.00,0.00,25.00,0.00,0.00
Seq_5856,0.00,0.00,0.00,0.00,5.88,5.88,0.00,11.76,29.41,0.00,5.88,5.88,5.88,0.00,0.00,11.76,5.88,0.00,5.88,5.88
Seq_5857,0.00,0.00,0.00,0.00,20.00,10.00,0.00,10.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00
Seq_5858,11.76,0.00,0.00,0.00,0.00,5.88,0.00,35.29,0.00,11.76,0.00,11.76,0.00,0.00,0.00,0.00,5.88,11.76,0.00,5.88
Seq_5859,5.00,0.00,5.00,5.00,0.00,5.00,5.00,5.00,10.00,5.00,0.00,5.00,15.00,5.00,10.00,10.00,5.00,0.00,5.00,0.00
Seq_5860,6.67,0.00,0.00,0.00,6.67,6.67,0.00,0.00,6.67,13.33,6.67,6.67,0.00,26.67,6.67,6.67,6.67,0.00,0.00,0.00
Seq_5861,14.29,0.00,0.00,0.00,7.14,0.00,0.00,14.29,7.14,28.57,0.00,0.00,7.14,7.14,7.14,7.14,0.00,0.00,0.00,0.00
Seq_5862,11.76,0.00,0.00,0.00,5.88,5.88,0.00,17.65,0.00,5.88,5.88,0.00,5.88,11.76,11.76,0.00,11.76,5.88,0.00,0.00
Seq_5863,0.00,0.00,6.25,6.25,6.25,0.00,0.00,6.25,0.00,12.50,0.00,6.25,0.00,6.25,6.25,6.25,12.50,18.75,0.00,6.25
